ANON_ID,Class_ID,Question Id,Prompt,Promptly_Response,Stderr,Stdout,Timestamp
96,COMPSCI101 - Lab 11,2,"It seems like you're looking for a function that takes a string as input and rearranges its characters based on specific rules. Specifically, the rules seem to be:

Uppercase letters come first in the order they appear.
Lowercase letters come next in reverse order.
Digits and special characters are excluded.","

def rearrange_string(string):
  upper_case = [letter for letter in string if letter.isupper()]
  lower_case = [letter for letter in string if letter.islower()][::-1]
  return ''.join(upper_case + lower_case)","Traceback (most recent call last):
  File ""/home/jobe/runs/jobe_d6CPnZ/test.c"", line 19, in <module>
    result = arrange(test_input)
NameError: name 'arrange' is not defined. Did you mean: 'range'?
",,2023-08-24T23:18:09.923Z
96,COMPSCI101 - Lab 11,2,"def arrange(s):
    uppercase = """"
    lowercase = """"
    digits = """"
    
    for char in s:
        if char.isupper():
            uppercase += char
        elif char.islower():
            lowercase = char + lowercase
        elif char.isdigit():
            digits += char
    
    result = uppercase + lowercase + digits
    return result

# Test cases
test_cases = [
    ""AaBbCcDd"",
    ""MOM DAD"",
    ""Mom Dad"",
    ""A Testing TEST"",
    ""A1B2 !@ C3D4"",
    ""abc BCA"",
    ""Z1 x2 v*"",
    ""<3I LOVE CS<3""
]

for test in test_cases:
    print(f""arrange('{test}') => '{arrange(test)}'"")


","

def arrange(s):
    uppercase = """"
    lowercase = """"
    digits = """"
    for char in s:
        if char.isupper():
            uppercase += char
        elif char.islower():
            lowercase = char + lowercase
        elif char.isdigit():
            digits += char
    result = uppercase + lowercase + digits
    return result","Test failed for input Z1 x2 v*
Expected result was Zxv
But actual result was Zvx12

","Test failed for input Z1 x2 v*
Expected result was Zxv
But actual result was Zvx12

Test failed for input 123 X 456
Expected result was X
But actual result was X123456

Test failed for input <3I LOVE CS<3
Expected result was CEILOSV
But actual result was ILOVECS33

Test failed for input abc BCA
Expected result was ABCcba
But actual result was BCAcba

Test failed for input asdf
Expected result was sfda
But actual result was fdsa

Test failed for input T12heZ3yrie1
Expected result was TZyrihee
But actual result was TZeiryeh1231

Test failed for input 3asd32df asdsaf3
Expected result was sssffdddaaa
But actual result was fasdsafddsa3323

Test failed for input abcabc
Expected result was ccbbaa
But actual result was cbacba

",2023-08-24T23:16:51.654Z
96,COMPSCI101 - Lab 11,2,"def arrange(s):
    upper_letters = [c for c in s if c.isupper()]
    lower_letters = [c for c in s if c.islower()]
    sorted_string = ''.join(upper_letters + lower_letters)
    return sorted_string

# Test cases
print(arrange(""AaBbCcDd""))  # Output: 'ABCDdcba'
print(arrange(""MOM DAD""))   # Output: 'ADDMMO'
print(arrange(""Mom Dad""))   # Output: 'DMomda'
print(arrange(""A Testing TEST""))  # Output: 'AESTTTtsnige'
print(arrange(""A1B2 !@ C3D4""))   # Output: 'ABCD'
print(arrange(""abc BCA""))       # Output: 'ABCcba'
print(arrange(""Z1 x2 v*""))      # Output: 'Zxv'


","

def arrange(s):
    upper_letters = [c for c in s if c.isupper()]
    lower_letters = [c for c in s if c.islower()]
    sorted_string = ''.join(upper_letters + lower_letters)
    return sorted_string","Test failed for input <3I LOVE CS<3
Expected result was CEILOSV
But actual result was ILOVECS

","Test failed for input <3I LOVE CS<3
Expected result was CEILOSV
But actual result was ILOVECS

Test failed for input T12heZ3yrie1
Expected result was TZyrihee
But actual result was TZheyrie

Test failed for input abc BCA
Expected result was ABCcba
But actual result was BCAabc

Test failed for input 3asd32df asdsaf3
Expected result was sssffdddaaa
But actual result was asddfasdsaf

Test passed for input Z1 x2 v*

Test failed for input asdf
Expected result was sfda
But actual result was asdf

Test failed for input abcabc
Expected result was ccbbaa
But actual result was abcabc

Test passed for input 123 X 456

",2023-08-24T23:16:08.886Z
96,COMPSCI101 - Lab 11,2,"def arrange(s):
    uppercase = ''.join([c for c in s if c.isupper()])
    lowercase = ''.join([c for c in s if c.islower()])
    sorted_string = uppercase + lowercase
    return sorted_string[::-1]

# Test cases
print(arrange(""AaBbCcDd""))  # Output: 'ABCDdcba'
print(arrange(""MOM DAD""))   # Output: 'ADDMMO'
print(arrange(""Mom Dad""))   # Output: 'DMomda'
print(arrange(""A Testing TEST""))  # Output: 'AESTTTtsnige'
print(arrange(""A1B2 !@ C3D4""))    # Output: 'ABCD'
print(arrange(""abc BCA""))  # Output: 'ABCcba'

","

def arrange(s):
    uppercase = ''.join([c for c in s if c.isupper()])
    lowercase = ''.join([c for c in s if c.islower()])
    sorted_string = uppercase + lowercase
    return sorted_string[::-1]","Test failed for input Z1 x2 v*
Expected result was Zxv
But actual result was vxZ

","Test failed for input Z1 x2 v*
Expected result was Zxv
But actual result was vxZ

Test failed for input asdf
Expected result was sfda
But actual result was fdsa

Test failed for input abcabc
Expected result was ccbbaa
But actual result was cbacba

Test passed for input 123 X 456

Test failed for input <3I LOVE CS<3
Expected result was CEILOSV
But actual result was SCEVOLI

Test failed for input T12heZ3yrie1
Expected result was TZyrihee
But actual result was eiryehZT

Test failed for input abc BCA
Expected result was ABCcba
But actual result was cbaACB

Test failed for input 3asd32df asdsaf3
Expected result was sssffdddaaa
But actual result was fasdsafddsa

",2023-08-24T23:13:51.341Z
96,COMPSCI101 - Lab 11,2,"def arrange(s):
    upper_chars = sorted([char for char in s if char.isupper()])
    lower_chars = sorted([char for char in s if char.islower()], reverse=True)
    result = []
    
    for char in s:
        if char.isupper():
            result.append(upper_chars.pop(0))
        elif char.islower():
            result.append(lower_chars.pop(0))
        else:
            continue
    
    return ''.join(result)

# Test cases
print(arrange(""AaBbCcDd""))  # Output: 'ABCDdcba'
print(arrange(""MOM DAD""))   # Output: 'ADDMMO'
print(arrange(""Mom Dad""))   # Output: 'DMomda'
print(arrange(""A Testing TEST""))  # Output: 'AESTTTtsnige'
print(arrange(""A1B2 !@ C3D4""))   # Output: 'ABCD'
print(arrange(""abc BCA""))   # Output: 'ABCcba'

",,"Traceback (most recent call last):
  File ""/home/jobe/runs/jobe_LRiQ3f/test.c"", line 14, in <module>
    result = arrange(test_input)
NameError: name 'arrange' is not defined. Did you mean: 'range'?
",,2023-08-24T23:13:02.540Z
96,COMPSCI101 - Lab 11,2,"def arrange(s):
    uppercase = ''.join(c for c in s if c.isupper())
    lowercase = ''.join(c for c in s if c.islower())
    lowercase = lowercase[::-1]
    result = uppercase + lowercase
    return result

# Test cases
print(arrange(""AaBbCcDd""))      # Output: 'ABCDdcba'
print(arrange(""MOM DAD""))       # Output: 'ADDMMO'
print(arrange(""Mom Dad""))       # Output: 'DMomda'
print(arrange(""A Testing TEST""))# Output: 'AESTTTtsnige'
print(arrange(""A1B2 !@ C3D4""))  # Output: 'ABCD'

","

def arrange(s):
    uppercase = ''.join(c for c in s if c.isupper())
    lowercase = ''.join(c for c in s if c.islower())
    lowercase = lowercase[::-1]
    result = uppercase + lowercase
    return result","Test failed for input abc BCA
Expected result was ABCcba
But actual result was BCAcba

","Test failed for input abc BCA
Expected result was ABCcba
But actual result was BCAcba

Test passed for input 123 X 456

Test failed for input asdf
Expected result was sfda
But actual result was fdsa

Test failed for input abcabc
Expected result was ccbbaa
But actual result was cbacba

Test failed for input T12heZ3yrie1
Expected result was TZyrihee
But actual result was TZeiryeh

Test failed for input <3I LOVE CS<3
Expected result was CEILOSV
But actual result was ILOVECS

Test failed for input Z1 x2 v*
Expected result was Zxv
But actual result was Zvx

Test failed for input 3asd32df asdsaf3
Expected result was sssffdddaaa
But actual result was fasdsafddsa

",2023-08-24T23:12:26.621Z
96,COMPSCI101 - Lab 11,2,"def arrange(s):
    uppercase = []
    lowercase = []
    
    for char in s:
        if char.isalpha():
            if char.isupper():
                uppercase.append(char)
            else:
                lowercase.insert(0, char)  # Insert at the beginning to reverse order
    
    arranged = ''.join(uppercase + lowercase)
    return arranged

# Test cases
print(arrange(""AaBbCcDd""))      # Output: 'ABCDdcba'
print(arrange(""MOM DAD""))       # Output: 'ADDMMO'
print(arrange(""Mom Dad""))       # Output: 'DMomda'
print(arrange(""A Testing TEST"")) # Output: 'AESTTTtsnige'
print(arrange(""A1B2 !@ C3D4""))  # Output: 'ABCD'
",,"Traceback (most recent call last):
  File ""/home/jobe/runs/jobe_HJ3lby/test.c"", line 14, in <module>
    result = arrange(test_input)
NameError: name 'arrange' is not defined. Did you mean: 'range'?
",,2023-08-24T23:11:49.709Z
96,COMPSCI101 - Lab 11,1,"It looks like you're providing a string and an integer value to the ""scramble"" function, which seems to scramble the input string based on some numeric manipulation. However, the pattern isn't immediately clear. Could you please provide more information or context about how the scrambling process works? This will help me understand the pattern and provide accurate explanations for the examples you've given."," 

def scramble(string, num):
    scrambled_string = """"
    for i in range(len(string)):
        scrambled_string += chr((ord(string[i]) - 97 + num) % 26 + 97)
    return scrambled_string",,"Test passed for input ('a', 1)

Test passed for input ('test', 26)

Test passed for input ('hello', 3)

Test passed for input ('z', 1)

Test passed for input ('test', 13)

Test passed for input ('abcxyz', 3)

Test passed for input ('test', -13)

Test passed for input ('test', 0)

",2023-08-24T23:10:12.757Z
96,COMPSCI101 - Lab 11,1,"def scramble(word, number): 
  scrambled_word = '' 
  for i in range(len(word)): 
    scrambled_word += word[(i + number) % len(word)] 
  return scrambled_word","

def scramble(word, number): 
  scrambled_word = '' 
  for i in range(len(word)): 
    scrambled_word += word[(i + number) % len(word)] 
  return scrambled_word","Test failed for input ('test', 26)
Expected result was test
But actual result was stte

","Test failed for input ('test', 26)
Expected result was test
But actual result was stte

Test failed for input ('hello', 3)
Expected result was khoor
But actual result was lohel

Test failed for input ('abcxyz', 3)
Expected result was defabc
But actual result was xyzabc

Test failed for input ('test', -13)
Expected result was grfg
But actual result was ttes

Test failed for input ('a', 1)
Expected result was b
But actual result was a

Test failed for input ('z', 1)
Expected result was a
But actual result was z

Test passed for input ('test', 0)

Test failed for input ('test', 13)
Expected result was grfg
But actual result was estt

",2023-08-24T23:07:51.675Z
96,COMPSCI101 - Lab 11,1,"def scramble(word, number): 
  scrambled_word = '' 
  for i in range(len(word)): 
    scrambled_word += word[(i + number) % len(word)] 
  return scrambled_word","

def scramble(word, number): 
  scrambled_word = '' 
  for i in range(len(word)): 
    scrambled_word += word[(i + number) % len(word)] 
  return scrambled_word","Test failed for input ('test', 13)
Expected result was grfg
But actual result was estt

","Test failed for input ('test', 13)
Expected result was grfg
But actual result was estt

Test failed for input ('test', 26)
Expected result was test
But actual result was stte

Test failed for input ('z', 1)
Expected result was a
But actual result was z

Test failed for input ('abcxyz', 3)
Expected result was defabc
But actual result was xyzabc

Test failed for input ('hello', 3)
Expected result was khoor
But actual result was lohel

Test passed for input ('test', 0)

Test failed for input ('a', 1)
Expected result was b
But actual result was a

Test failed for input ('test', -13)
Expected result was grfg
But actual result was ttes

",2023-08-24T23:07:45.607Z
96,COMPSCI101 - Lab 11,1,"def scramble(word, number):
 ","

def scramble(word, number): 
  scrambled_word = '' 
  for i in range(len(word)): 
    scrambled_word += word[(i + number) % len(word)] 
  return scrambled_word","Test failed for input ('test', 26)
Expected result was test
But actual result was stte

","Test failed for input ('test', 26)
Expected result was test
But actual result was stte

Test failed for input ('test', 13)
Expected result was grfg
But actual result was estt

Test failed for input ('test', -13)
Expected result was grfg
But actual result was ttes

Test failed for input ('hello', 3)
Expected result was khoor
But actual result was lohel

Test passed for input ('test', 0)

Test failed for input ('abcxyz', 3)
Expected result was defabc
But actual result was xyzabc

Test failed for input ('z', 1)
Expected result was a
But actual result was z

Test failed for input ('a', 1)
Expected result was b
But actual result was a

",2023-08-24T23:06:25.783Z
96,COMPSCI101 - Lab 11,1,Write me a Python function called.,"

def calculate_area(length, width):
  return length * width","Traceback (most recent call last):
  File ""/home/jobe/runs/jobe_6rXUiJ/test.c"", line 17, in <module>
    result = scramble(*test_input)
NameError: name 'scramble' is not defined
",,2023-08-24T23:03:40.896Z
96,COMPSCI101 - Lab 11,1,Write me a Python function called.,"

def calculate_area(length, width):
    return length * width","Traceback (most recent call last):
  File ""/home/jobe/runs/jobe_WNAqpy/test.c"", line 17, in <module>
    result = scramble(*test_input)
NameError: name 'scramble' is not defined
",,2023-08-24T23:02:42.727Z
97,COMPSCI101 - Lab 11,3,"Design a Python function named speak that takes a string input and applies a specific letter-to-number mapping: S becomes 5, e becomes 3, o becomes 0, t becomes 7, a becomes 4, and i becomes 1. Ensure the function performs this mapping accurately.","

def speak(string):
    return string.replace('s', '5').replace('e', '3').replace('o', '0').replace('t', '7').replace('a', '4').replace('i', '1')","Test failed for input Test
Expected result was 7357
But actual result was T357

","Test failed for input Test
Expected result was 7357
But actual result was T357

Test failed for input Toast
Expected result was 70457
But actual result was T0457

Test failed for input Set a broken toe
Expected result was 537 4 br0k3n 703
But actual result was S37 4 br0k3n 703

Test failed for input CS ROCKS
Expected result was C5 R0CK5
But actual result was CS ROCKS

Test failed for input ABCDEFGHIJKLMNOPQRSTUVWXYZ
Expected result was 4BCD3FGH1JKLMN0PQR57UVWXYZ
But actual result was ABCDEFGHIJKLMNOPQRSTUVWXYZ

Test passed for input abcdefghijklmnopqrstuvwxyz

Test passed for input Hi

Test passed for input thezyrie

",2023-08-27T10:13:59.968Z
97,COMPSCI101 - Lab 11,3,"Design a Python function named speak that takes a string input and applies a specific letter-to-number mapping: S becomes 5, e becomes 3, o becomes 0, t becomes 7, a becomes 4, and i becomes 1. Ensure the function performs this mapping accurately.","

def speak(string):
    output = """"
    for character in string:
        if character == ""S"":
            output += ""5""
        elif character == ""e"":
            output += ""3""
        elif character == ""o"":
            output += ""0""
        elif character == ""t"":
            output += ""7""
        elif character == ""a"":
            output += ""4""
        elif character == ""i"":
            output += ""1""
        else:
            output += character
    return output","Test failed for input Toast
Expected result was 70457
But actual result was T04s7

","Test failed for input Toast
Expected result was 70457
But actual result was T04s7

Test failed for input CS ROCKS
Expected result was C5 R0CK5
But actual result was C5 ROCK5

Test failed for input Test
Expected result was 7357
But actual result was T3s7

Test passed for input thezyrie

Test passed for input Hi

Test failed for input ABCDEFGHIJKLMNOPQRSTUVWXYZ
Expected result was 4BCD3FGH1JKLMN0PQR57UVWXYZ
But actual result was ABCDEFGHIJKLMNOPQR5TUVWXYZ

Test failed for input abcdefghijklmnopqrstuvwxyz
Expected result was 4bcd3fgh1jklmn0pqr57uvwxyz
But actual result was 4bcd3fgh1jklmn0pqrs7uvwxyz

Test passed for input Set a broken toe

",2023-08-27T10:08:31.517Z
97,COMPSCI101 - Lab 11,3,"Design a Python function named speak that takes a string input and applies a specific letter-to-number mapping: S becomes 5, e becomes 3, o becomes 0, t becomes 7, a becomes 4, and i becomes 1. Ensure the function performs this mapping accurately.","

def speak(string):
  result = ''
  for char in string:
    if char == 'S':
      result += '5'
    elif char == 'e':
      result += '3'
    elif char == 'o':
      result += '0'
    elif char == 't':
      result += '7'
    elif char == 'a':
      result += '4'
    elif char == 'i':
      result += '1'
    else:
      result += char
  return result","Test failed for input Test
Expected result was 7357
But actual result was T3s7

","Test failed for input Test
Expected result was 7357
But actual result was T3s7

Test failed for input abcdefghijklmnopqrstuvwxyz
Expected result was 4bcd3fgh1jklmn0pqr57uvwxyz
But actual result was 4bcd3fgh1jklmn0pqrs7uvwxyz

Test failed for input ABCDEFGHIJKLMNOPQRSTUVWXYZ
Expected result was 4BCD3FGH1JKLMN0PQR57UVWXYZ
But actual result was ABCDEFGHIJKLMNOPQR5TUVWXYZ

Test passed for input Hi

Test failed for input CS ROCKS
Expected result was C5 R0CK5
But actual result was C5 ROCK5

Test passed for input Set a broken toe

Test failed for input Toast
Expected result was 70457
But actual result was T04s7

Test passed for input thezyrie

",2023-08-27T10:08:26.150Z
97,COMPSCI101 - Lab 11,3,"Create a Python function called speak that takes a string input and replaces specific letters with corresponding numbers according to the following mapping: S=5, e=3, o=0, t=7, a=4, i=1
""Test"" = 7357","

def speak(string):
  output = """"
  for char in string:
    if char == 'S':
      output += '5'
    elif char == 'e':
      output += '3'
    elif char == 'o':
      output += '0'
    elif char == 't':
      output += '7'
    elif char == 'a':
      output += '4'
    elif char == 'i':
      output += '1'
    else:
      output += char
  return output","Test failed for input Test
Expected result was 7357
But actual result was T3s7

","Test failed for input Test
Expected result was 7357
But actual result was T3s7

Test passed for input Hi

Test failed for input Toast
Expected result was 70457
But actual result was T04s7

Test passed for input thezyrie

Test failed for input CS ROCKS
Expected result was C5 R0CK5
But actual result was C5 ROCK5

Test failed for input abcdefghijklmnopqrstuvwxyz
Expected result was 4bcd3fgh1jklmn0pqr57uvwxyz
But actual result was 4bcd3fgh1jklmn0pqrs7uvwxyz

Test passed for input Set a broken toe

Test failed for input ABCDEFGHIJKLMNOPQRSTUVWXYZ
Expected result was 4BCD3FGH1JKLMN0PQR57UVWXYZ
But actual result was ABCDEFGHIJKLMNOPQR5TUVWXYZ

",2023-08-27T10:07:10.563Z
97,COMPSCI101 - Lab 11,3,"Create a Python function called speak that takes a string input and replaces specific letters with corresponding numbers according to the following mapping: S=5, e=3, o=0, t=7, a=4, i=1. Implement this function to perform the required letter-to-number conversion.
Test = 7357","

def speak(string):
  output = """"
  for s in string:
    if s == 'S':
      output += '5'
    elif s == 'e':
      output += '3'
    elif s == 'o':
      output += '0'
    elif s == 't':
      output += '7'
    elif s == 'a':
      output += '4'
    elif s == 'i':
      output += '1'
    else:
      output += s
  return output","Test failed for input Test
Expected result was 7357
But actual result was T3s7

","Test passed for input Hi

Test failed for input Test
Expected result was 7357
But actual result was T3s7

Test passed for input Set a broken toe

Test failed for input ABCDEFGHIJKLMNOPQRSTUVWXYZ
Expected result was 4BCD3FGH1JKLMN0PQR57UVWXYZ
But actual result was ABCDEFGHIJKLMNOPQR5TUVWXYZ

Test failed for input Toast
Expected result was 70457
But actual result was T04s7

Test passed for input thezyrie

Test failed for input CS ROCKS
Expected result was C5 R0CK5
But actual result was C5 ROCK5

Test failed for input abcdefghijklmnopqrstuvwxyz
Expected result was 4bcd3fgh1jklmn0pqr57uvwxyz
But actual result was 4bcd3fgh1jklmn0pqrs7uvwxyz

",2023-08-27T10:06:40.607Z
97,COMPSCI101 - Lab 11,3,"Create a Python function called speak that takes a string input and replaces specific letters with corresponding numbers according to the following mapping: S=5, e=3, o=0, t=7, a=4, i=1. Implement this function to perform the required letter-to-number conversion.
for input Test
Expected result is 7357","

def speak(input): 
  output = """" 
  for char in input: 
    if char == 'S': 
      output += '5' 
    elif char == 'e': 
      output += '3' 
    elif char == 'o': 
      output += '0' 
    elif char == 't': 
      output += '7' 
    elif char == 'a': 
      output += '4' 
    elif char == 'i': 
      output += '1' 
    else: 
      output += char 
  return output","Test failed for input ABCDEFGHIJKLMNOPQRSTUVWXYZ
Expected result was 4BCD3FGH1JKLMN0PQR57UVWXYZ
But actual result was ABCDEFGHIJKLMNOPQR5TUVWXYZ

","Test passed for input Hi

Test failed for input ABCDEFGHIJKLMNOPQRSTUVWXYZ
Expected result was 4BCD3FGH1JKLMN0PQR57UVWXYZ
But actual result was ABCDEFGHIJKLMNOPQR5TUVWXYZ

Test passed for input thezyrie

Test failed for input abcdefghijklmnopqrstuvwxyz
Expected result was 4bcd3fgh1jklmn0pqr57uvwxyz
But actual result was 4bcd3fgh1jklmn0pqrs7uvwxyz

Test failed for input Toast
Expected result was 70457
But actual result was T04s7

Test passed for input Set a broken toe

Test failed for input Test
Expected result was 7357
But actual result was T3s7

Test failed for input CS ROCKS
Expected result was C5 R0CK5
But actual result was C5 ROCK5

",2023-08-27T10:06:32.253Z
97,COMPSCI101 - Lab 11,3,"Create a Python function called speak that takes a string input and replaces specific letters with corresponding numbers according to the following mapping: S=5, e=3, o=0, t=7, a=4, i=1. Implement this function to perform the required letter-to-number conversion.
for input Test
Expected result is 7357","

def speak(string):
  output = """"
  for letter in string:
    if letter == ""S"":
      output += ""5""
    elif letter == ""e"":
      output += ""3""
    elif letter == ""o"":
      output += ""0""
    elif letter == ""t"":
      output += ""7""
    elif letter == ""a"":
      output += ""4""
    elif letter == ""i"":
      output += ""1""
    else:
      output += letter
  return output","Test failed for input Test
Expected result was 7357
But actual result was T3s7

","Test passed for input Set a broken toe

Test passed for input Hi

Test failed for input Test
Expected result was 7357
But actual result was T3s7

Test failed for input abcdefghijklmnopqrstuvwxyz
Expected result was 4bcd3fgh1jklmn0pqr57uvwxyz
But actual result was 4bcd3fgh1jklmn0pqrs7uvwxyz

Test passed for input thezyrie

Test failed for input Toast
Expected result was 70457
But actual result was T04s7

Test failed for input ABCDEFGHIJKLMNOPQRSTUVWXYZ
Expected result was 4BCD3FGH1JKLMN0PQR57UVWXYZ
But actual result was ABCDEFGHIJKLMNOPQR5TUVWXYZ

Test failed for input CS ROCKS
Expected result was C5 R0CK5
But actual result was C5 ROCK5

",2023-08-27T10:06:22.177Z
97,COMPSCI101 - Lab 11,3,"Create a Python function called speak that takes a string input and replaces specific letters with corresponding numbers according to the following mapping: S=5, e=3, o=0, t=7, a=4, i=1. Implement this function to perform the required letter-to-number conversion.
 for input Test
Expected result was 7357
But actual result was T3s7
","

def speak(string):
    output = """"
    for char in string:
        if char == 'S':
            output += '5'
        elif char == 'e':
            output += '3'
        elif char == 'o':
            output += '0'
        elif char == 't':
            output += '7'
        elif char == 'a':
            output += '4'
        elif char == 'i':
            output += '1'
        else:
            output += char
    return output","Test failed for input CS ROCKS
Expected result was C5 R0CK5
But actual result was C5 ROCK5

","Test passed for input thezyrie

Test failed for input CS ROCKS
Expected result was C5 R0CK5
But actual result was C5 ROCK5

Test failed for input Test
Expected result was 7357
But actual result was T3s7

Test passed for input Hi

Test failed for input abcdefghijklmnopqrstuvwxyz
Expected result was 4bcd3fgh1jklmn0pqr57uvwxyz
But actual result was 4bcd3fgh1jklmn0pqrs7uvwxyz

Test failed for input Toast
Expected result was 70457
But actual result was T04s7

Test failed for input ABCDEFGHIJKLMNOPQRSTUVWXYZ
Expected result was 4BCD3FGH1JKLMN0PQR57UVWXYZ
But actual result was ABCDEFGHIJKLMNOPQR5TUVWXYZ

Test passed for input Set a broken toe

",2023-08-27T10:06:09.593Z
97,COMPSCI101 - Lab 11,3,"Create a Python function called speak that takes a string input and replaces specific letters with corresponding numbers according to the following mapping: S=5, e=3, o=0, t=7, a=4, i=1. Implement this function to perform the required letter-to-number conversion.","

def speak(string): 
  output = """"
  for letter in string:
    if letter == 'S':
      output += '5'
    elif letter == 'e':
      output += '3'
    elif letter == 'o':
      output += '0'
    elif letter == 't':
      output += '7'
    elif letter == 'a':
      output += '4'
    elif letter == 'i':
      output += '1'
    else:
      output += letter
  return output","Test failed for input Test
Expected result was 7357
But actual result was T3s7

","Test failed for input Test
Expected result was 7357
But actual result was T3s7

Test failed for input ABCDEFGHIJKLMNOPQRSTUVWXYZ
Expected result was 4BCD3FGH1JKLMN0PQR57UVWXYZ
But actual result was ABCDEFGHIJKLMNOPQR5TUVWXYZ

Test failed for input CS ROCKS
Expected result was C5 R0CK5
But actual result was C5 ROCK5

Test failed for input abcdefghijklmnopqrstuvwxyz
Expected result was 4bcd3fgh1jklmn0pqr57uvwxyz
But actual result was 4bcd3fgh1jklmn0pqrs7uvwxyz

Test failed for input Toast
Expected result was 70457
But actual result was T04s7

Test passed for input thezyrie

Test passed for input Hi

Test passed for input Set a broken toe

",2023-08-27T10:05:53.297Z
97,COMPSCI101 - Lab 11,3,"Create a Python function called speak that takes a string input and replaces specific letters with corresponding numbers according to the following mapping: S=5, e=3, o=0, t=7, a=4, i=1. Implement this function to perform the required letter-to-number conversion.","

def speak(string): 
  output = """" 
  for letter in string: 
    if letter == 'S': 
      output += '5' 
    elif letter == 'e': 
      output += '3' 
    elif letter == 'o': 
      output += '0' 
    elif letter == 't': 
      output += '7' 
    elif letter == 'a': 
      output += '4' 
    elif letter == 'i': 
      output += '1' 
    else: 
      output += letter 
  return output","Test failed for input Toast
Expected result was 70457
But actual result was T04s7

","Test passed for input thezyrie

Test failed for input Toast
Expected result was 70457
But actual result was T04s7

Test failed for input ABCDEFGHIJKLMNOPQRSTUVWXYZ
Expected result was 4BCD3FGH1JKLMN0PQR57UVWXYZ
But actual result was ABCDEFGHIJKLMNOPQR5TUVWXYZ

Test failed for input Test
Expected result was 7357
But actual result was T3s7

Test passed for input Set a broken toe

Test failed for input abcdefghijklmnopqrstuvwxyz
Expected result was 4bcd3fgh1jklmn0pqr57uvwxyz
But actual result was 4bcd3fgh1jklmn0pqrs7uvwxyz

Test passed for input Hi

Test failed for input CS ROCKS
Expected result was C5 R0CK5
But actual result was C5 ROCK5

",2023-08-27T10:05:46.315Z
97,COMPSCI101 - Lab 11,3,Write me a Python function called speak which requires string values and converts some letters to numbers that look like the letter all these letters = the corresponding number so replace them accordingly: S=5 e=3 o=0  t=7 a=4 i=1,"

def speak(string):
  result = """"
  for char in string:
    if char == 'S':
      result += '5'
    elif char == 'e':
      result += '3'
    elif char == 'o':
      result += '0'
    elif char == 't':
      result += '7'
    elif char == 'a':
      result += '4'
    elif char == 'i':
      result += '1'
    else:
      result += char
  return result","Test failed for input Toast
Expected result was 70457
But actual result was T04s7

","Test failed for input Toast
Expected result was 70457
But actual result was T04s7

Test failed for input Test
Expected result was 7357
But actual result was T3s7

Test failed for input abcdefghijklmnopqrstuvwxyz
Expected result was 4bcd3fgh1jklmn0pqr57uvwxyz
But actual result was 4bcd3fgh1jklmn0pqrs7uvwxyz

Test passed for input Set a broken toe

Test failed for input CS ROCKS
Expected result was C5 R0CK5
But actual result was C5 ROCK5

Test passed for input Hi

Test passed for input thezyrie

Test failed for input ABCDEFGHIJKLMNOPQRSTUVWXYZ
Expected result was 4BCD3FGH1JKLMN0PQR57UVWXYZ
But actual result was ABCDEFGHIJKLMNOPQR5TUVWXYZ

",2023-08-27T10:05:08.215Z
97,COMPSCI101 - Lab 11,3,Write me a Python function called speak which requires string values and converts some letters to numbers that look like the letter all these letters = the corresponding number: S=5 e=3 o=0  t=7 a=4 i=1,"

def speak(string):
    new_string = ''
    for char in string:
        if char == 'S':
            new_string += '5'
        elif char == 'e':
            new_string += '3'
        elif char == 'o':
            new_string += '0'
        elif char == 't':
            new_string += '7'
        elif char == 'a':
            new_string += '4'
        elif char == 'i':
            new_string += '1'
        else:
            new_string += char
    return new_string","Test failed for input Test
Expected result was 7357
But actual result was T3s7

","Test passed for input Set a broken toe

Test failed for input Test
Expected result was 7357
But actual result was T3s7

Test failed for input CS ROCKS
Expected result was C5 R0CK5
But actual result was C5 ROCK5

Test failed for input abcdefghijklmnopqrstuvwxyz
Expected result was 4bcd3fgh1jklmn0pqr57uvwxyz
But actual result was 4bcd3fgh1jklmn0pqrs7uvwxyz

Test passed for input thezyrie

Test passed for input Hi

Test failed for input Toast
Expected result was 70457
But actual result was T04s7

Test failed for input ABCDEFGHIJKLMNOPQRSTUVWXYZ
Expected result was 4BCD3FGH1JKLMN0PQR57UVWXYZ
But actual result was ABCDEFGHIJKLMNOPQR5TUVWXYZ

",2023-08-27T10:04:51.120Z
